日期	收盘	开盘	高	低	百分比变化
1997年9月23日	8.2854	8.2854	8.2854	8.2854	-0.01%
1997年9月22日	8.2859	8.2859	8.2859	8.2859	-0.01%
1997年9月19日	8.2864	8.2864	8.2864	8.2864	-0.01%
1997年9月18日	8.2873	8.2873	8.2873	8.2873	-0.00%
1997年9月17日	8.2875	8.2875	8.2875	8.2875	0.00%
1997年9月16日	8.2871	8.2871	8.2871	8.2871	-0.01%
1997年9月15日	8.2881	8.2881	8.2881	8.2881	0.00%
1997年9月12日	8.2881	8.2881	8.2881	8.2881	-0.01%
1997年9月11日	8.2889	8.2889	8.2889	8.2889	0.00%
1997年9月10日	8.2887	8.2887	8.2887	8.2887	0.01%
1997年9月9日	8.2881	8.2881	8.2881	8.2881	-0.00%
1997年9月8日	8.2884	8.2884	8.2884	8.2884	0.00%
1997年9月5日	8.2884	8.2884	8.2884	8.2884	-0.01%
1997年9月4日	8.2891	8.2891	8.2891	8.2891	0.00%
1997年9月3日	8.2889	8.2889	8.2889	8.2889	0.01%
1997年9月2日	8.2883	8.2883	8.2883	8.2883	0.00%
1997年9月1日	8.2880	8.2880	8.2880	8.2880	-0.00%
1997年8月29日	8.2884	8.2884	8.2884	8.2884	-0.00%
1997年8月28日	8.2885	8.2885	8.2885	8.2885	-0.01%
1997年8月27日	8.2892	8.2892	8.2892	8.2892	0.00%
1997年8月26日	8.2890	8.2890	8.2890	8.2890	0.00%
1997年8月25日	8.2890	8.2890	8.2890	8.2890	0.00%
1997年8月22日	8.2890	8.2890	8.2890	8.2890	-0.00%
1997年8月21日	8.2891	8.2891	8.2891	8.2891	-0.01%
1997年8月20日	8.2900	8.2900	8.2900	8.2900	0.01%
1997年8月19日	8.2890	8.2890	8.2890	8.2890	0.01%
1997年8月18日	8.2885	8.2885	8.2885	8.2885	-0.00%
1997年8月15日	8.2889	8.2889	8.2889	8.2889	-0.00%
1997年8月14日	8.2893	8.2893	8.2893	8.2893	-0.00%
1997年8月13日	8.2896	8.2896	8.2896	8.2896	0.01%
1997年8月12日	8.2891	8.2891	8.2891	8.2891	-0.01%
1997年8月11日	8.2896	8.2896	8.2896	8.2896	-0.00%
1997年8月8日	8.2897	8.2897	8.2897	8.2897	-0.01%
1997年8月7日	8.2903	8.2903	8.2903	8.2903	0.00%
1997年8月6日	8.2900	8.2900	8.2900	8.2900	-0.00%
1997年8月5日	8.2903	8.2903	8.2903	8.2903	-0.00%
1997年8月4日	8.2905	8.2905	8.2905	8.2905	0.00%
1997年8月1日	8.2903	8.2903	8.2903	8.2903	0.00%
1997年7月31日	8.2903	8.2903	8.2903	8.2903	0.00%
1997年7月30日	8.2901	8.2901	8.2901	8.2901	-0.00%
1997年7月29日	8.2903	8.2903	8.2903	8.2903	0.00%
1997年7月28日	8.2903	8.2903	8.2903	8.2903	-0.00%
1997年7月25日	8.2905	8.2905	8.2905	8.2905	-0.00%
1997年7月24日	8.2908	8.2908	8.2908	8.2908	-0.00%
1997年7月23日	8.2909	8.2909	8.2909	8.2909	0.01%
1997年7月22日	8.2900	8.2900	8.2900	8.2900	-0.01%
1997年7月21日	8.2911	8.2911	8.2911	8.2911	-0.00%
1997年7月18日	8.2915	8.2915	8.2915	8.2915	0.01%
1997年7月17日	8.2910	8.2910	8.2910	8.2910	-0.01%
1997年7月16日	8.2919	8.2919	8.2919	8.2919	0.00%
1997年7月15日	8.2916	8.2916	8.2916	8.2916	0.01%
1997年7月14日	8.2910	8.2910	8.2910	8.2910	0.00%
1997年7月11日	8.2906	8.2906	8.2906	8.2906	-0.01%
1997年7月10日	8.2913	8.2913	8.2913	8.2913	-0.01%
1997年7月9日	8.2920	8.2920	8.2920	8.2920	0.00%
1997年7月8日	8.2919	8.2919	8.2919	8.2919	0.00%
1997年7月7日	8.2918	8.2918	8.2918	8.2918	0.00%
1997年7月4日	8.2917	8.2917	8.2917	8.2917	0.00%
1997年7月3日	8.2914	8.2914	8.2914	8.2914	0.00%
1997年7月2日	8.2910	8.2910	8.2910	8.2910	0.00%
1997年7月1日	8.2907	8.2907	8.2907	8.2907	0.00%
1997年6月30日	8.2907	8.2907	8.2907	8.2907	-0.00%
1997年6月27日	8.2908	8.2908	8.2908	8.2908	-0.00%
1997年6月26日	8.2910	8.2910	8.2910	8.2910	0.00%
1997年6月25日	8.2910	8.2910	8.2910	8.2910	-0.00%
1997年6月24日	8.2914	8.2914	8.2914	8.2914	-0.00%
1997年6月23日	8.2916	8.2916	8.2916	8.2916	0.00%
1997年6月20日	8.2915	8.2915	8.2915	8.2915	0.00%
1997年6月19日	8.2915	8.2915	8.2915	8.2915	-0.01%
1997年6月18日	8.2925	8.2925	8.2925	8.2925	-0.00%
1997年6月17日	8.2928	8.2928	8.2928	8.2928	-0.00%
1997年6月16日	8.2931	8.2931	8.2931	8.2931	0.00%
1997年6月13日	8.2930	8.2930	8.2930	8.2930	-0.01%
1997年6月12日	8.2935	8.2935	8.2935	8.2935	0.01%
1997年6月11日	8.2923	8.2923	8.2923	8.2923	0.00%
1997年6月10日	8.2922	8.2922	8.2922	8.2922	-0.00%
1997年6月9日	8.2923	8.2923	8.2923	8.2923	-0.01%
1997年6月6日	8.2932	8.2932	8.2932	8.2932	0.01%
1997年6月5日	8.2921	8.2921	8.2921	8.2921	0.01%
1997年6月4日	8.2915	8.2915	8.2915	8.2915	-0.00%
1997年6月3日	8.2919	8.2919	8.2919	8.2919	0.00%
1997年6月2日	8.2917	8.2917	8.2917	8.2917	-0.00%
1997年5月30日	8.2921	8.2921	8.2921	8.2921	-0.00%
1997年5月29日	8.2924	8.2924	8.2924	8.2924	0.00%
1997年5月28日	8.2924	8.2924	8.2924	8.2924	0.01%
1997年5月27日	8.2916	8.2916	8.2916	8.2916	-0.00%
1997年5月26日	8.2918	8.2918	8.2918	8.2918	-0.01%
1997年5月23日	8.2923	8.2923	8.2923	8.2923	0.00%
1997年5月22日	8.2923	8.2923	8.2923	8.2923	0.00%
1997年5月21日	8.2921	8.2921	8.2921	8.2921	0.00%
1997年5月20日	8.2919	8.2919	8.2919	8.2919	-0.00%
1997年5月19日	8.2923	8.2923	8.2923	8.2923	0.01%
1997年5月16日	8.2918	8.2918	8.2918	8.2918	-0.00%
1997年5月15日	8.2921	8.2921	8.2921	8.2921	-0.00%
1997年5月14日	8.2925	8.2925	8.2925	8.2925	-0.00%
1997年5月13日	8.2928	8.2928	8.2928	8.2928	-0.00%
1997年5月12日	8.2930	8.2930	8.2930	8.2930	-0.00%
1997年5月9日	8.2931	8.2931	8.2931	8.2931	-0.00%
1997年5月8日	8.2934	8.2934	8.2934	8.2934	-0.00%
1997年5月7日	8.2938	8.2938	8.2938	8.2938	-0.01%
1997年5月6日	8.2943	8.2943	8.2943	8.2943	-0.00%
1997年5月5日	8.2947	8.2947	8.2947	8.2947	0.00%
1997年5月2日	8.2945	8.2945	8.2945	8.2945	0.00%
1997年5月1日	8.2945	8.2945	8.2945	8.2945	0.00%
1997年4月30日	8.2945	8.2945	8.2945	8.2945	-0.00%
1997年4月29日	8.2949	8.2949	8.2949	8.2949	0.00%
1997年4月28日	8.2949	8.2949	8.2949	8.2949	0.01%
1997年4月25日	8.2943	8.2943	8.2943	8.2943	-0.01%
1997年4月24日	8.2948	8.2948	8.2948	8.2948	0.00%
1997年4月23日	8.2946	8.2946	8.2946	8.2946	-0.00%
1997年4月22日	8.2949	8.2949	8.2949	8.2949	0.00%
1997年4月21日	8.2948	8.2948	8.2948	8.2948	-0.00%
1997年4月18日	8.2951	8.2951	8.2951	8.2951	0.00%
1997年4月17日	8.2951	8.2951	8.2951	8.2951	-0.01%
1997年4月16日	8.2956	8.2956	8.2956	8.2956	-0.01%
1997年4月15日	8.2961	8.2961	8.2961	8.2961	-0.00%
1997年4月14日	8.2965	8.2965	8.2965	8.2965	-0.00%
1997年4月11日	8.2969	8.2969	8.2969	8.2969	0.00%
1997年4月10日	8.2965	8.2965	8.2965	8.2965	0.00%
1997年4月9日	8.2965	8.2965	8.2965	8.2965	-0.00%
1997年4月8日	8.2966	8.2966	8.2966	8.2966	0.00%
1997年4月7日	8.2966	8.2966	8.2966	8.2966	-0.00%
1997年4月4日	8.2968	8.2968	8.2968	8.2968	-0.00%
1997年4月3日	8.2969	8.2969	8.2969	8.2969	0.01%
1997年4月2日	8.2963	8.2963	8.2963	8.2963	0.01%
1997年4月1日	8.2953	8.2953	8.2953	8.2953	-0.00%
1997年3月31日	8.2955	8.2955	8.2955	8.2955	-0.01%
1997年3月28日	8.2964	8.2964	8.2964	8.2964	0.00%
1997年3月27日	8.2964	8.2964	8.2964	8.2964	-0.00%
1997年3月26日	8.2966	8.2966	8.2966	8.2966	-0.00%
1997年3月25日	8.2968	8.2968	8.2968	8.2968	0.01%
1997年3月24日	8.2956	8.2956	8.2956	8.2956	0.00%
1997年3月21日	8.2956	8.2956	8.2956	8.2956	-0.00%
1997年3月20日	8.2959	8.2959	8.2959	8.2959	0.00%
1997年3月19日	8.2959	8.2959	8.2959	8.2959	0.00%
1997年3月18日	8.2958	8.2958	8.2958	8.2958	0.00%
1997年3月17日	8.2958	8.2958	8.2958	8.2958	0.00%
1997年3月14日	8.2955	8.2955	8.2955	8.2955	0.00%
1997年3月13日	8.2955	8.2955	8.2955	8.2955	0.00%
1997年3月12日	8.2953	8.2953	8.2953	8.2953	0.00%
1997年3月11日	8.2952	8.2952	8.2952	8.2952	-0.00%
1997年3月10日	8.2953	8.2953	8.2953	8.2953	-0.00%
1997年3月7日	8.2957	8.2957	8.2957	8.2957	0.00%
1997年3月6日	8.2957	8.2957	8.2957	8.2957	0.01%
1997年3月5日	8.2950	8.2950	8.2950	8.2950	-0.00%
1997年3月4日	8.2953	8.2953	8.2953	8.2953	-0.01%
1997年3月3日	8.2960	8.2960	8.2960	8.2960	0.01%
1997年2月28日	8.2954	8.2954	8.2954	8.2954	0.01%
1997年2月27日	8.2948	8.2948	8.2948	8.2948	0.00%
1997年2月26日	8.2948	8.2948	8.2948	8.2948	0.01%
1997年2月25日	8.2940	8.2940	8.2940	8.2940	0.00%
1997年2月24日	8.2938	8.2938	8.2938	8.2938	-0.00%
1997年2月21日	8.2941	8.2941	8.2941	8.2941	0.00%
1997年2月20日	8.2939	8.2939	8.2939	8.2939	0.00%
1997年2月19日	8.2938	8.2938	8.2938	8.2938	0.02%
1997年2月18日	8.2921	8.2921	8.2921	8.2921	-0.00%
1997年2月17日	8.2924	8.2924	8.2924	8.2924	-0.00%
1997年2月14日	8.2925	8.2925	8.2925	8.2925	0.00%
1997年2月13日	8.2922	8.2922	8.2922	8.2922	0.01%
1997年2月12日	8.2916	8.2916	8.2916	8.2916	0.00%
1997年2月11日	8.2916	8.2916	8.2916	8.2916	0.00%
1997年2月10日	8.2916	8.2916	8.2916	8.2916	0.00%
1997年2月7日	8.2916	8.2916	8.2916	8.2916	0.00%
1997年2月6日	8.2916	8.2916	8.2916	8.2916	-0.01%
1997年2月5日	8.2925	8.2925	8.2925	8.2925	-0.00%
1997年2月4日	8.2927	8.2927	8.2927	8.2927	-0.00%
1997年2月3日	8.2931	8.2931	8.2931	8.2931	-0.00%
1997年1月31日	8.2934	8.2934	8.2934	8.2934	-0.00%
1997年1月30日	8.2938	8.2938	8.2938	8.2938	-0.00%
1997年1月29日	8.2940	8.2940	8.2940	8.2940	-0.00%
1997年1月28日	8.2944	8.2944	8.2944	8.2944	-0.00%
1997年1月27日	8.2948	8.2948	8.2948	8.2948	-0.00%
1997年1月24日	8.2951	8.2951	8.2951	8.2951	-0.00%
1997年1月23日	8.2954	8.2954	8.2954	8.2954	0.00%
1997年1月22日	8.2954	8.2954	8.2954	8.2954	-0.00%
1997年1月21日	8.2955	8.2955	8.2955	8.2955	-0.00%
1997年1月20日	8.2956	8.2956	8.2956	8.2956	0.00%
1997年1月17日	8.2956	8.2956	8.2956	8.2956	-0.00%
1997年1月16日	8.2958	8.2958	8.2958	8.2958	-0.00%
1997年1月15日	8.2962	8.2962	8.2962	8.2962	-0.00%
1997年1月14日	8.2964	8.2964	8.2964	8.2964	-0.00%
1997年1月13日	8.2966	8.2966	8.2966	8.2966	-0.00%
1997年1月10日	8.2967	8.2967	8.2967	8.2967	-0.00%
1997年1月9日	8.2968	8.2968	8.2968	8.2968	-0.00%
1997年1月8日	8.2972	8.2972	8.2972	8.2972	-0.00%
1997年1月7日	8.2976	8.2976	8.2976	8.2976	-0.00%
1997年1月6日	8.2980	8.2980	8.2980	8.2980	-0.00%
1997年1月3日	8.2983	8.2983	8.2983	8.2983	0.00%
1997年1月2日	8.2983	8.2983	8.2983	8.2983	-0.00%
1996年12月31日	8.2984	8.2984	8.2984	8.2984	0.00%
1996年12月30日	8.2982	8.2982	8.2982	8.2982	0.00%
1996年12月27日	8.2982	8.2982	8.2982	8.2982	0.01%
1996年12月26日	8.2977	8.2977	8.2977	8.2977	-0.00%
1996年12月25日	8.2979	8.2979	8.2979	8.2979	-0.00%
1996年12月24日	8.2980	8.2980	8.2980	8.2980	0.00%
1996年12月23日	8.2977	8.2977	8.2977	8.2977	0.01%
1996年12月20日	8.2970	8.2970	8.2970	8.2970	-0.01%
1996年12月19日	8.2975	8.2975	8.2975	8.2975	-0.00%
1996年12月18日	8.2979	8.2979	8.2979	8.2979	-0.00%
1996年12月17日	8.2983	8.2983	8.2983	8.2983	-0.00%
1996年12月16日	8.2986	8.2986	8.2986	8.2986	-0.00%
1996年12月13日	8.2990	8.2990	8.2990	8.2990	-0.01%
1996年12月12日	8.2995	8.2995	8.2995	8.2995	0.00%
1996年12月11日	8.2992	8.2992	8.2992	8.2992	-0.00%
1996年12月10日	8.2994	8.2994	8.2994	8.2994	-0.00%
1996年12月9日	8.2996	8.2996	8.2996	8.2996	-0.01%
1996年12月6日	8.3002	8.3002	8.3002	8.3002	-0.01%
1996年12月5日	8.3013	8.3013	8.3013	8.3013	0.00%
1996年12月4日	8.3013	8.3013	8.3013	8.3013	0.00%
1996年12月3日	8.3011	8.3011	8.3011	8.3011	-0.00%
1996年12月2日	8.3012	8.3012	8.3012	8.3012	0.00%
1996年11月29日	8.3012	8.3012	8.3012	8.3012	0.01%
1996年11月28日	8.3007	8.3007	8.3007	8.3007	-0.00%
1996年11月27日	8.3010	8.3010	8.3010	8.3010	-0.00%
1996年11月26日	8.3012	8.3012	8.3012	8.3012	-0.01%
1996年11月25日	8.3017	8.3017	8.3017	8.3017	0.00%
1996年11月22日	8.3017	8.3017	8.3017	8.3017	0.01%
1996年11月21日	8.3011	8.3011	8.3011	8.3011	0.01%
1996年11月20日	8.3001	8.3001	8.3001	8.3001	-0.00%
1996年11月19日	8.3002	8.3002	8.3002	8.3002	0.00%
1996年11月18日	8.3002	8.3002	8.3002	8.3002	0.00%
1996年11月15日	8.3000	8.3000	8.3000	8.3000	0.01%
1996年11月14日	8.2994	8.2994	8.2994	8.2994	0.02%
1996年11月13日	8.2981	8.2981	8.2981	8.2981	0.02%
1996年11月12日	8.2967	8.2967	8.2967	8.2967	0.00%
1996年11月11日	8.2966	8.2966	8.2966	8.2966	-0.00%
1996年11月8日	8.2970	8.2970	8.2970	8.2970	-0.00%
1996年11月7日	8.2973	8.2973	8.2973	8.2973	-0.00%
1996年11月6日	8.2975	8.2975	8.2975	8.2975	-0.00%
1996年11月5日	8.2977	8.2977	8.2977	8.2977	-0.00%
1996年11月4日	8.2979	8.2979	8.2979	8.2979	-0.01%
1996年11月1日	8.2985	8.2985	8.2985	8.2985	-0.02%
1996年10月31日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月30日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月29日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月28日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月25日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月24日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月23日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月22日	8.3000	8.3000	8.3000	8.3000	0.00%
1996年10月21日	8.3000	8.3000	8.3000	8.3000	0.03%
1996年10月18日	8.2978	8.2978	8.2978	8.2978	0.01%
1996年10月17日	8.2970	8.2970	8.2970	8.2970	-0.01%
1996年10月16日	8.2975	8.2975	8.2975	8.2975	-0.01%
1996年10月15日	8.2981	8.2981	8.2981	8.2981	-0.01%
1996年10月14日	8.2988	8.2988	8.2988	8.2988	-0.01%
1996年10月11日	8.2993	8.2993	8.2993	8.2993	-0.01%
1996年10月10日	8.2999	8.2999	8.2999	8.2999	-0.01%
1996年10月9日	8.3005	8.3005	8.3005	8.3005	0.00%
1996年10月8日	8.3005	8.3005	8.3005	8.3005	-0.00%
1996年10月7日	8.3007	8.3007	8.3007	8.3007	0.00%
1996年10月4日	8.3007	8.3007	8.3007	8.3007	-0.01%
1996年10月3日	8.3015	8.3015	8.3015	8.3015	-0.00%
1996年10月2日	8.3017	8.3017	8.3017	8.3017	0.00%
1996年10月1日	8.3017	8.3017	8.3017	8.3017	0.00%
1996年9月30日	8.3017	8.3017	8.3017	8.3017	0.00%
1996年9月27日	8.3017	8.3017	8.3017	8.3017	-0.00%
1996年9月26日	8.3021	8.3021	8.3021	8.3021	-0.00%
1996年9月25日	8.3025	8.3025	8.3025	8.3025	0.00%
1996年9月24日	8.3022	8.3022	8.3022	8.3022	-0.00%
1996年9月23日	8.3024	8.3024	8.3024	8.3024	-0.01%
1996年9月20日	8.3030	8.3030	8.3030	8.3030	-0.01%
1996年9月19日	8.3036	8.3036	8.3036	8.3036	-0.01%
1996年9月18日	8.3041	8.3041	8.3041	8.3041	-0.00%
1996年9月17日	8.3043	8.3043	8.3043	8.3043	-0.00%
1996年9月16日	8.3046	8.3046	8.3046	8.3046	-0.00%
1996年9月13日	8.3050	8.3050	8.3050	8.3050	-0.00%
1996年9月12日	8.3052	8.3052	8.3052	8.3052	-0.00%
1996年9月11日	8.3053	8.3053	8.3053	8.3053	-0.00%
1996年9月10日	8.3054	8.3054	8.3054	8.3054	-0.00%
1996年9月9日	8.3055	8.3055	8.3055	8.3055	-0.00%
1996年9月6日	8.3057	8.3057	8.3057	8.3057	-0.00%
1996年9月5日	8.3059	8.3059	8.3059	8.3059	-0.00%
1996年9月4日	8.3061	8.3061	8.3061	8.3061	0.00%
1996年9月3日	8.3060	8.3060	8.3060	8.3060	-0.00%
1996年9月2日	8.3061	8.3061	8.3061	8.3061	-0.00%
1996年8月30日	8.3063	8.3063	8.3063	8.3063	-0.00%
1996年8月29日	8.3064	8.3064	8.3064	8.3064	-0.00%
1996年8月28日	8.3066	8.3066	8.3066	8.3066	-0.00%
1996年8月27日	8.3069	8.3069	8.3069	8.3069	-0.00%
1996年8月26日	8.3071	8.3071	8.3071	8.3071	0.00%
1996年8月23日	8.3071	8.3071	8.3071	8.3071	0.00%
1996年8月22日	8.3069	8.3069	8.3069	8.3069	-0.00%
1996年8月21日	8.3071	8.3071	8.3071	8.3071	0.01%
1996年8月20日	8.3065	8.3065	8.3065	8.3065	-0.00%
1996年8月19日	8.3066	8.3066	8.3066	8.3066	-0.00%
1996年8月16日	8.3069	8.3069	8.3069	8.3069	-0.00%
1996年8月15日	8.3072	8.3072	8.3072	8.3072	-0.00%
1996年8月14日	8.3074	8.3074	8.3074	8.3074	-0.01%
1996年8月13日	8.3080	8.3080	8.3080	8.3080	-0.01%
1996年8月12日	8.3086	8.3086	8.3086	8.3086	-0.00%
1996年8月9日	8.3090	8.3090	8.3090	8.3090	-0.01%
1996年8月8日	8.3095	8.3095	8.3095	8.3095	0.00%
1996年8月7日	8.3095	8.3095	8.3095	8.3095	-0.00%
1996年8月6日	8.3098	8.3098	8.3098	8.3098	-0.00%
1996年8月5日	8.3100	8.3100	8.3100	8.3100	-0.00%
1996年8月2日	8.3104	8.3104	8.3104	8.3104	-0.00%
1996年8月1日	8.3105	8.3105	8.3105	8.3105	-0.00%
1996年7月31日	8.3107	8.3107	8.3107	8.3107	-0.00%
1996年7月30日	8.3109	8.3109	8.3109	8.3109	-0.00%
1996年7月29日	8.3111	8.3111	8.3111	8.3111	-0.00%
1996年7月26日	8.3114	8.3114	8.3114	8.3114	-0.02%
1996年7月25日	8.3127	8.3127	8.3127	8.3127	-0.00%
1996年7月24日	8.3130	8.3130	8.3130	8.3130	-0.00%
1996年7月23日	8.3132	8.3132	8.3132	8.3132	-0.01%
1996年7月22日	8.3140	8.3140	8.3140	8.3140	-0.01%
1996年7月19日	8.3152	8.3152	8.3152	8.3152	0.01%
1996年7月18日	8.3147	8.3147	8.3147	8.3147	-0.01%
1996年7月17日	8.3152	8.3152	8.3152	8.3152	0.00%
1996年7月16日	8.3151	8.3151	8.3151	8.3151	-0.02%
1996年7月15日	8.3165	8.3165	8.3165	8.3165	0.01%
1996年7月12日	8.3159	8.3159	8.3159	8.3159	-0.00%
1996年7月11日	8.3160	8.3160	8.3160	8.3160	-0.00%
1996年7月10日	8.3161	8.3161	8.3161	8.3161	-0.01%
1996年7月9日	8.3172	8.3172	8.3172	8.3172	-0.02%
1996年7月8日	8.3187	8.3187	8.3187	8.3187	-0.02%
1996年7月5日	8.3200	8.3200	8.3200	8.3200	-0.00%
1996年7月4日	8.3202	8.3202	8.3202	8.3202	0.00%
1996年7月3日	8.3201	8.3201	8.3201	8.3201	-0.01%
1996年7月2日	8.3211	8.3211	8.3211	8.3211	-0.01%
1996年7月1日	8.3217	8.3217	8.3217	8.3217	-0.00%
1996年6月28日	8.3221	8.3221	8.3221	8.3221	0.01%
1996年6月27日	8.3210	8.3210	8.3210	8.3210	0.00%
1996年6月26日	8.3206	8.3206	8.3206	8.3206	0.00%
1996年6月25日	8.3206	8.3206	8.3206	8.3206	0.01%
1996年6月24日	8.3201	8.3201	8.3201	8.3201	-0.00%
1996年6月21日	8.3203	8.3203	8.3203	8.3203	-0.01%
1996年6月20日	8.3212	8.3212	8.3212	8.3212	-0.01%
1996年6月19日	8.3218	8.3218	8.3218	8.3218	-0.01%
1996年6月18日	8.3224	8.3224	8.3224	8.3224	0.00%
1996年6月17日	8.3222	8.3222	8.3222	8.3222	0.01%
1996年6月14日	8.3217	8.3217	8.3217	8.3217	-0.00%
1996年6月13日	8.3221	8.3221	8.3221	8.3221	-0.01%
1996年6月12日	8.3229	8.3229	8.3229	8.3229	-0.01%
1996年6月11日	8.3235	8.3235	8.3235	8.3235	0.00%
1996年6月10日	8.3234	8.3234	8.3234	8.3234	-0.00%
1996年6月7日	8.3237	8.3237	8.3237	8.3237	0.00%
1996年6月6日	8.3234	8.3234	8.3234	8.3234	-0.01%
1996年6月5日	8.3239	8.3239	8.3239	8.3239	-0.01%
1996年6月4日	8.3249	8.3249	8.3249	8.3249	-0.01%
1996年6月3日	8.3254	8.3254	8.3254	8.3254	-0.00%
1996年5月31日	8.3255	8.3255	8.3255	8.3255	-0.01%
1996年5月30日	8.3263	8.3263	8.3263	8.3263	0.00%
1996年5月29日	8.3262	8.3262	8.3262	8.3262	0.02%
1996年5月28日	8.3248	8.3248	8.3248	8.3248	-0.01%
1996年5月27日	8.3257	8.3257	8.3257	8.3257	-0.01%
1996年5月24日	8.3267	8.3267	8.3267	8.3267	0.00%
1996年5月23日	8.3267	8.3267	8.3267	8.3267	-0.01%
1996年5月22日	8.3272	8.3272	8.3272	8.3272	-0.00%
1996年5月21日	8.3273	8.3273	8.3273	8.3273	-0.01%
1996年5月20日	8.3284	8.3284	8.3284	8.3284	-0.01%
1996年5月17日	8.3293	8.3293	8.3293	8.3293	-0.01%
1996年5月16日	8.3300	8.3300	8.3300	8.3300	-0.00%
1996年5月15日	8.3301	8.3301	8.3301	8.3301	0.00%
1996年5月14日	8.3300	8.3300	8.3300	8.3300	-0.00%
1996年5月13日	8.3302	8.3302	8.3302	8.3302	0.00%
1996年5月10日	8.3302	8.3302	8.3302	8.3302	0.00%
1996年5月9日	8.3301	8.3301	8.3301	8.3301	0.00%
1996年5月8日	8.3300	8.3300	8.3300	8.3300	0.00%
1996年5月7日	8.3300	8.3300	8.3300	8.3300	0.00%
1996年5月6日	8.3300	8.3300	8.3300	8.3300	0.00%
1996年5月3日	8.3300	8.3300	8.3300	8.3300	-0.00%
1996年5月2日	8.3301	8.3301	8.3301	8.3301	0.00%
1996年5月1日	8.3301	8.3301	8.3301	8.3301	0.00%
1996年4月30日	8.3301	8.3301	8.3301	8.3301	-0.01%
1996年4月29日	8.3306	8.3306	8.3306	8.3306	0.01%
1996年4月26日	8.3300	8.3300	8.3300	8.3300	-0.00%
1996年4月25日	8.3301	8.3301	8.3301	8.3301	0.00%
1996年4月24日	8.3301	8.3301	8.3301	8.3301	-0.00%
1996年4月23日	8.3302	8.3302	8.3302	8.3302	0.00%
1996年4月22日	8.3300	8.3300	8.3300	8.3300	-0.01%
1996年4月19日	8.3306	8.3306	8.3306	8.3306	-0.00%
1996年4月18日	8.3309	8.3309	8.3309	8.3309	-0.00%
1996年4月17日	8.3312	8.3312	8.3312	8.3312	-0.01%
1996年4月16日	8.3317	8.3317	8.3317	8.3317	-0.00%
1996年4月15日	8.3321	8.3321	8.3321	8.3321	-0.00%
1996年4月12日	8.3322	8.3322	8.3322	8.3322	-0.00%
1996年4月11日	8.3324	8.3324	8.3324	8.3324	0.01%
1996年4月10日	8.3318	8.3318	8.3318	8.3318	0.00%
1996年4月9日	8.3315	8.3315	8.3315	8.3315	0.00%
1996年4月8日	8.3312	8.3312	8.3312	8.3312	0.00%
1996年4月5日	8.3311	8.3311	8.3311	8.3311	-0.02%
1996年4月4日	8.3325	8.3325	8.3325	8.3325	-0.02%
1996年4月3日	8.3338	8.3338	8.3338	8.3338	-0.00%
1996年4月2日	8.3339	8.3339	8.3339	8.3339	0.00%
1996年4月1日	8.3339	8.3339	8.3339	8.3339	0.00%
1996年3月29日	8.3338	8.3338	8.3338	8.3338	-0.02%
1996年3月28日	8.3355	8.3355	8.3355	8.3355	0.03%
1996年3月27日	8.3333	8.3333	8.3333	8.3333	-0.01%
1996年3月26日	8.3342	8.3342	8.3342	8.3342	-0.01%
1996年3月25日	8.3349	8.3349	8.3349	8.3349	0.02%
1996年3月22日	8.3333	8.3333	8.3333	8.3333	0.02%
1996年3月21日	8.3318	8.3318	8.3318	8.3318	-0.00%
1996年3月20日	8.3320	8.3320	8.3320	8.3320	-0.01%
1996年3月19日	8.3330	8.3330	8.3330	8.3330	0.00%
1996年3月18日	8.3327	8.3327	8.3327	8.3327	0.01%
1996年3月15日	8.3317	8.3317	8.3317	8.3317	-0.02%
1996年3月14日	8.3333	8.3333	8.3333	8.3333	-0.02%
1996年3月13日	8.3348	8.3348	8.3348	8.3348	0.06%
1996年3月12日	8.3299	8.3299	8.3299	8.3299	0.04%
1996年3月11日	8.3263	8.3263	8.3263	8.3263	0.03%
1996年3月8日	8.3239	8.3239	8.3239	8.3239	0.01%
1996年3月7日	8.3229	8.3229	8.3229	8.3229	0.01%
1996年3月6日	8.3223	8.3223	8.3223	8.3223	0.02%
1996年3月5日	8.3210	8.3210	8.3210	8.3210	0.00%
1996年3月4日	8.3208	8.3208	8.3208	8.3208	-0.00%
1996年3月1日	8.3211	8.3211	8.3211	8.3211	0.00%
1996年2月29日	8.3211	8.3211	8.3211	8.3211	0.00%
1996年2月28日	8.3207	8.3207	8.3207	8.3207	0.01%
1996年2月27日	8.3196	8.3196	8.3196	8.3196	0.03%
1996年2月26日	8.3169	8.3169	8.3169	8.3169	0.02%
1996年2月23日	8.3152	8.3152	8.3152	8.3152	0.00%
1996年2月22日	8.3152	8.3152	8.3152	8.3152	0.00%
1996年2月21日	8.3152	8.3152	8.3152	8.3152	0.00%
1996年2月20日	8.3152	8.3152	8.3152	8.3152	0.00%
1996年2月19日	8.3152	8.3152	8.3152	8.3152	0.02%
